,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,conversation,context,speakerA,qud,speakerB,anchor,target,instruction,top1_response,top1_logprob,top2_response,top2_logprob,top3_response,top3_logprob,top4_response,top4_logprob,top5_response,top5_logprob
23,33,Crit2,2,linkedq-nun-contradictory,linkedq,nun,contradictory,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업은 들었어. 실습 수업만 들었어. 위의 대화에서 지혜가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업은 들었어. 실습 수업만 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업은 들었어.,실습 수업만 들었어.,위의 대화에서 지혜가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.015544365,지,-4.2967944,2,-7.4842944,이,-8.593669,3,-8.796794
24,37,Crit3,3,whq-acc-negated,whq,acc,negated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기는 못 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어를 잡았어.,메기는 못 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.40421984,5,-1.8729699,4,-2.4823449,6,-2.8573449,나,-3.4979699
25,38,Crit3,3,whq-acc-repeated,whq,acc,repeated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기도 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어를 잡았어.,메기도 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.39146516,4,-2.2508402,5,-2.6102152,6,-2.6883402,나,-2.8758402
26,39,Crit3,3,whq-acc-contradictory,whq,acc,contradictory,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기만 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어를 잡았어.,메기만 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.05127662,나,-3.3169017,3,-5.0669017,2,-5.7856517,4,-6.2231517
27,40,Crit3,3,whq-nun-negated,whq,nun,negated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기는 못 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어는 잡았어.,메기는 못 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.24765815,4,-2.7007833,5,-2.7632833,6,-3.1851583,나,-3.2945333
28,41,Crit3,3,whq-nun-repeated,whq,nun,repeated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기도 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어는 잡았어.,메기도 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.18561587,6,-2.7481158,4,-3.3731158,나,-3.3887408,5,-3.6856158
29,42,Crit3,3,whq-nun-contradictory,whq,nun,contradictory,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기만 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어는 잡았어.,메기만 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.12565143,나,-2.4225264,3,-4.4069014,2,-5.0475264,4,-5.3600264
30,46,Crit3,3,linkedq-acc-negated,linkedq,acc,negated,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 메기는 못 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어를 잡았어.,메기는 못 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,4,-1.3791302,나,-1.4885052,7,-1.5822552,5,-1.8791302,6,-3.1135054
31,47,Crit3,3,linkedq-acc-repeated,linkedq,acc,repeated,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 메기도 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어를 잡았어.,메기도 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,5,-1.2205099,7,-1.2986349,나,-1.6736349,6,-1.7205099,4,-3.517385
32,48,Crit3,3,linkedq-acc-contradictory,linkedq,acc,contradictory,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 메기만 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어를 잡았어.,메기만 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.005150266,나,-5.7707753,이,-7.6457753,2,-7.7864003,3,-7.8332753
33,49,Crit3,3,linkedq-nun-negated,linkedq,nun,negated,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 메기는 못 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어는 잡았어.,메기는 못 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.07770536,6,-3.1714554,나,-4.2183304,5,-4.5308304,4,-5.9370804
34,50,Crit3,3,linkedq-nun-repeated,linkedq,nun,repeated,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 메기도 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어는 잡았어.,메기도 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.5532373,나,-2.0063624,5,-2.2719874,6,-2.6782374,4,-3.2563624
35,51,Crit3,3,linkedq-nun-contradictory,linkedq,nun,contradictory,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 메기만 잡았어. 위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어는 잡았어.,메기만 잡았어.,위의 대화에서 나영이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.094278894,나,-2.5317788,이,-5.875529,2,-5.906779,대,-7.000529
36,55,Crit4,4,whq-acc-negated,whq,acc,negated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 가방은 안 샀어. 위의 대화에서 태우가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 가방은 안 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발을 샀어.,가방은 안 샀어.,위의 대화에서 태우가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.10825166,5,-2.9363766,6,-3.4051266,4,-4.3426266,태,-6.0457516
37,56,Crit4,4,whq-acc-repeated,whq,acc,repeated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 가방도 샀어. 위의 대화에서 태우가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 가방도 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발을 샀어.,가방도 샀어.,위의 대화에서 태우가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.21482834,5,-2.2617033,6,-2.9179533,4,-3.5898283,태,-5.1367035
