,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,context,speakerA,qud,speakerB,anchor,target,raw_logprob,normalized_logprob,normalized_surprisal
56,111,Crit7,7,whq-acc-contradictory,whq,acc,contradictory,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어. 소파만 옮겼어.,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자를 옮겼어.,소파만 옮겼어.,-65.22411016305009,-13.044822032610018,18.81970005572556
57,112,Crit7,7,whq-nun-negated,whq,nun,negated,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어. 소파는 안 옮겼어.,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자는 옮겼어.,소파는 안 옮겼어.,-74.58922804354486,-12.431538007257478,17.93491823369303
58,113,Crit7,7,whq-nun-repeated,whq,nun,repeated,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어. 소파도 옮겼어.,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자는 옮겼어.,소파도 옮겼어.,-63.43576523675899,-12.687153047351796,18.303692784413737
59,114,Crit7,7,whq-nun-contradictory,whq,nun,contradictory,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어. 소파만 옮겼어.,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자는 옮겼어.,소파만 옮겼어.,-63.19046144970161,-12.63809228994032,18.232913072993945
60,115,Crit7,7,whq-zero-negated,whq,zero,negated,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어. 소파는 안 옮겼어.,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자 옮겼어.,소파는 안 옮겼어.,-75.3632850933069,-12.56054751555115,18.121039611535835
61,116,Crit7,7,whq-zero-repeated,whq,zero,repeated,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어. 소파도 옮겼어.,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자 옮겼어.,소파도 옮겼어.,-64.42428436427545,-12.88485687285509,18.58891911303212
62,117,Crit7,7,whq-zero-contradictory,whq,zero,contradictory,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어. 소파만 옮겼어.,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자 옮겼어.,소파만 옮겼어.,-64.9702913879818,-12.99405827759636,18.746463438110457
63,127,Crit8,8,whq-acc-negated,whq,acc,negated,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어. 홍보는 안 맡았어.,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리를 맡았어.,홍보는 안 맡았어.,-82.26254808103508,-11.751792583005011,16.95425288105703
64,128,Crit8,8,whq-acc-repeated,whq,acc,repeated,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어. 홍보도 맡았어.,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리를 맡았어.,홍보도 맡았어.,-69.56490354361895,-11.594150590603158,16.72682356038302
65,129,Crit8,8,whq-acc-contradictory,whq,acc,contradictory,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어. 홍보만 맡았어.,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리를 맡았어.,홍보만 맡았어.,-65.8296457254372,-10.9716076209062,15.828683905260933
66,130,Crit8,8,whq-nun-negated,whq,nun,negated,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어. 홍보는 안 맡았어.,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리는 맡았어.,홍보는 안 맡았어.,-81.74461556269326,-11.677802223241894,16.84750735595319
67,131,Crit8,8,whq-nun-repeated,whq,nun,repeated,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어. 홍보도 맡았어.,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리는 맡았어.,홍보도 맡았어.,-67.91610301214143,-11.319350502023571,16.330370835353406
68,132,Crit8,8,whq-nun-contradictory,whq,nun,contradictory,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어. 홍보만 맡았어.,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리는 맡았어.,홍보만 맡았어.,-64.48434121705229,-10.747390202842048,15.505206548138853
69,133,Crit8,8,whq-zero-negated,whq,zero,negated,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어. 홍보는 안 맡았어.,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리 맡았어.,홍보는 안 맡았어.,-81.66301434188468,-11.666144905983526,16.830689402154473
70,134,Crit8,8,whq-zero-repeated,whq,zero,repeated,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어. 홍보도 맡았어.,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리 맡았어.,홍보도 맡았어.,-68.7103957762969,-11.451732629382818,16.52135787399692
71,135,Crit8,8,whq-zero-contradictory,whq,zero,contradictory,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어. 홍보만 맡았어.,동윤이는 재민이와 석진이가 예산 관리와 홍보를 맡아야 했다는 것을 알고 있습니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리 맡았어.,홍보만 맡았어.,-64.98743495899217,-10.831239159832029,15.62617502257201
72,145,Crit9,9,whq-acc-negated,whq,acc,negated,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어. 팔찌는 못 팔았어.,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다.,호섭,석현이는 뭘 팔았어?,아름,반지를 팔았어.,팔찌는 못 팔았어.,-83.70389038177957,-11.95769862596851,17.25131250812954
73,146,Crit9,9,whq-acc-repeated,whq,acc,repeated,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어. 팔찌도 팔았어.,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다.,호섭,석현이는 뭘 팔았어?,아름,반지를 팔았어.,팔찌도 팔았어.,-69.1948106639496,-11.5324684439916,16.637835033355138
74,147,Crit9,9,whq-acc-contradictory,whq,acc,contradictory,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어. 팔찌만 팔았어.,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다.,호섭,석현이는 뭘 팔았어?,아름,반지를 팔았어.,팔찌만 팔았어.,-69.38407465757048,-11.564012442928414,16.68334340419109
75,148,Crit9,9,whq-nun-negated,whq,nun,negated,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어. 팔찌는 못 팔았어.,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다.,호섭,석현이는 뭘 팔았어?,아름,반지는 팔았어.,팔찌는 못 팔았어.,-85.07802291682428,-12.15400327383204,17.53452025010571
76,149,Crit9,9,whq-nun-repeated,whq,nun,repeated,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어. 팔찌도 팔았어.,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다.,호섭,석현이는 뭘 팔았어?,아름,반지는 팔았어.,팔찌도 팔았어.,-69.03965054076899,-11.5066084234615,16.600526909979077
77,150,Crit9,9,whq-nun-contradictory,whq,nun,contradictory,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어. 팔찌만 팔았어.,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다.,호섭,석현이는 뭘 팔았어?,아름,반지는 팔았어.,팔찌만 팔았어.,-71.26262319706095,-11.877103866176824,17.13503884785644
78,151,Crit9,9,whq-zero-negated,whq,zero,negated,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어. 팔찌는 못 팔았어.,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다.,호섭,석현이는 뭘 팔았어?,아름,반지 팔았어.,팔찌는 못 팔았어.,-83.93623801837983,-11.990891145482832,17.299199191427466
79,152,Crit9,9,whq-zero-repeated,whq,zero,repeated,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어. 팔찌도 팔았어.,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다.,호섭,석현이는 뭘 팔았어?,아름,반지 팔았어.,팔찌도 팔았어.,-68.86271558806195,-11.477119264676992,16.557983046840683
80,153,Crit9,9,whq-zero-contradictory,whq,zero,contradictory,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어. 팔찌만 팔았어.,호섭이는 석현이와 아름이가 반지와 팔찌를 팔기로 했다는 것을 알고 있습니다.,호섭,석현이는 뭘 팔았어?,아름,반지 팔았어.,팔찌만 팔았어.,-68.98546936431035,-11.497578227385056,16.58749909088134
81,163,Crit10,10,whq-acc-negated,whq,acc,negated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어. 수제비는 안 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,수제비는 안 시켰어.,-94.71144431908613,-13.530206331298018,19.519961576368107
82,164,Crit10,10,whq-acc-repeated,whq,acc,repeated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어. 수제비도 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,수제비도 시켰어.,-81.83532374252378,-13.639220623753964,19.67723595548032
83,165,Crit10,10,whq-acc-contradictory,whq,acc,contradictory,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어. 수제비만 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,수제비만 시켰어.,-79.83537174446728,-13.305895290744546,19.196349150544968
84,166,Crit10,10,whq-nun-negated,whq,nun,negated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어. 수제비는 안 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수는 시켰어.,수제비는 안 시켰어.,-95.753135024053,-13.67901928915043,19.7346532926818
85,167,Crit10,10,whq-nun-repeated,whq,nun,repeated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어. 수제비도 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수는 시켰어.,수제비도 시켰어.,-82.38049041916555,-13.730081736527591,19.808320832288484
86,168,Crit10,10,whq-nun-contradictory,whq,nun,contradictory,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어. 수제비만 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수는 시켰어.,수제비만 시켰어.,-78.9943435872033,-13.165723931200551,18.994124625256184
87,169,Crit10,10,whq-zero-negated,whq,zero,negated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어. 수제비는 안 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수 시켰어.,수제비는 안 시켰어.,-94.3462860588006,-13.478040865542942,19.444702717617595
88,170,Crit10,10,whq-zero-repeated,whq,zero,repeated,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어. 수제비도 시켰어.,규현이는 동준이와 성재가 칼국수와 수제비를 먹으러 갔다는 것을 알고 있습니다.,규현,동준이는 뭘 시켰어?,성재,칼국수 시켰어.,수제비도 시켰어.,-81.37579328755915,-13.562632214593192,19.566742237394497
