q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,chat_question_simple,chat_question_full,acc_null_v1,acc_null_v2,nun_null_v1,nun_null_v2,acc_null_v1_response,acc_null_v1_coded,acc_null_v2_response,acc_null_v2_coded,acc_null_coded,nun_null_v1_response,nun_null_v1_coded,nun_null_v2_response,nun_null_v2_coded,nun_null_coded
50,Crit7,7,WhQ-Both,WhQ,Both,영환: 진혁이는 뭘 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,아래에 주어진 두 개의 문장들 중 지연이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지연이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지연이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어. 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어. 탁자는 옮겼어.,탁자를 옮겼어.,lul,탁자를 옮겼어.,lul,lul,탁자 옮겼어.,zero,탁자는 옮겼어.,nun,random
51,Crit7,7,LinkedWhQ-One,LinkedWhQ,One,영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다.,영환,진혁이는 탁자랑 소파 중에 뭘 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자만 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,아래에 주어진 두 개의 문장들 중 지연이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지연이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지연이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연: 탁자를 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연: 탁자 옮겼어. 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연: 탁자는 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연: 탁자 옮겼어. 탁자는 옮겼어.,탁자를 옮겼어.,lul,탁자를 옮겼어.,lul,lul,탁자 옮겼어.,zero,탁자 옮겼어.,zero,zero
52,Crit7,7,LinkedWhQ-Both,LinkedWhQ,Both,영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다.,영환,진혁이는 탁자랑 소파 중에 뭘 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,아래에 주어진 두 개의 문장들 중 지연이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지연이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지연이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연: 탁자를 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연: 탁자 옮겼어. 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연: 탁자는 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 중에 뭘 옮겼어? 지연: 탁자 옮겼어. 탁자는 옮겼어.,탁자를 옮겼어.,lul,탁자를 옮겼어.,lul,lul,탁자 옮겼어.,zero,탁자는 옮겼어.,nun,random
53,Crit7,7,DQ-One,DQ,One,영환: 진혁이는 탁자나 소파 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자나 소파 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다.,영환,진혁이는 탁자나 소파 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자만 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,아래에 주어진 두 개의 문장들 중 지연이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지연이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지연이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자나 소파 옮겼어? 지연: 탁자를 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자나 소파 옮겼어? 지연: 탁자 옮겼어. 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자나 소파 옮겼어? 지연: 탁자는 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자나 소파 옮겼어? 지연: 탁자 옮겼어. 탁자는 옮겼어.,탁자를 옮겼어.,lul,탁자 옮겼어.,zero,random,탁자는 옮겼어.,nun,탁자 옮겼어.,zero,random
54,Crit7,7,DQ-Both,DQ,Both,영환: 진혁이는 탁자나 소파 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자나 소파 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다.,영환,진혁이는 탁자나 소파 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,아래에 주어진 두 개의 문장들 중 지연이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지연이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지연이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자나 소파 옮겼어? 지연: 탁자를 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자나 소파 옮겼어? 지연: 탁자 옮겼어. 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자나 소파 옮겼어? 지연: 탁자는 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자나 소파 옮겼어? 지연: 탁자 옮겼어. 탁자는 옮겼어.,탁자를 옮겼어.,lul,탁자를 옮겼어.,lul,lul,탁자 옮겼어.,zero,탁자는 옮겼어.,nun,random
55,Crit7,7,CQ-One,CQ,One,영환: 진혁이는 탁자랑 소파 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다.,영환,진혁이는 탁자랑 소파 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자만 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,아래에 주어진 두 개의 문장들 중 지연이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지연이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지연이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 옮겼어? 지연: 탁자를 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 옮겼어? 지연: 탁자 옮겼어. 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 옮겼어? 지연: 탁자는 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 옮겼어? 지연: 탁자 옮겼어. 탁자는 옮겼어.,탁자를 옮겼어.,lul,탁자 옮겼어.,zero,random,탁자는 옮겼어.,nun,탁자 옮겼어.,zero,random
56,Crit7,7,CQ-Both,CQ,Both,영환: 진혁이는 탁자랑 소파 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 옮겼어? 지연:,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다.,영환,진혁이는 탁자랑 소파 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,아래에 주어진 두 개의 문장들 중 지연이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지연이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지연이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 옮겼어? 지연: 탁자를 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 옮겼어? 지연: 탁자 옮겼어. 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 옮겼어? 지연: 탁자는 옮겼어. 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 탁자랑 소파 옮겼어? 지연: 탁자 옮겼어. 탁자는 옮겼어.,탁자를 옮겼어.,lul,탁자를 옮겼어.,lul,lul,탁자는 옮겼어.,nun,탁자는 옮겼어.,nun,nun
57,Crit8,8,WhQ-One,WhQ,One,동윤: 재민이는 뭘 맡았어? 석진:,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진:,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리를 맡았어.,예산 관리 맡았어.,예산 관리는 맡았어.,예산 관리만 맡았어.,예산 관리만 맡았어.,예산 관리랑 홍보를 둘 다 맡았어.,아래에 주어진 두 개의 문장들 중 석진이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 석진이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 석진이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어. 예산 관리 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어. 예산 관리를 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어. 예산 관리 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어. 예산 관리는 맡았어.,예산 관리를 맡았어.,lul,예산 관리를 맡았어.,lul,lul,예산 관리 맡았어.,zero,예산 관리 맡았어.,zero,zero
58,Crit8,8,WhQ-Both,WhQ,Both,동윤: 재민이는 뭘 맡았어? 석진:,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진:,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리를 맡았어.,예산 관리 맡았어.,예산 관리는 맡았어.,예산 관리랑 홍보를 둘 다 맡았어.,예산 관리만 맡았어.,예산 관리랑 홍보를 둘 다 맡았어.,아래에 주어진 두 개의 문장들 중 석진이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 석진이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 석진이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어. 예산 관리 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어. 예산 관리를 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어. 예산 관리 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어. 예산 관리는 맡았어.,예산 관리를 맡았어.,lul,예산 관리를 맡았어.,lul,lul,예산 관리는 맡았어.,nun,예산 관리 맡았어.,zero,random
59,Crit8,8,LinkedWhQ-One,LinkedWhQ,One,동윤: 재민이는 예산 관리랑 홍보 중에 뭘 맡았어? 석진:,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 예산 관리랑 홍보 중에 뭘 맡았어? 석진:,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다.,동윤,재민이는 예산 관리랑 홍보 중에 뭘 맡았어?,석진,예산 관리를 맡았어.,예산 관리 맡았어.,예산 관리는 맡았어.,예산 관리만 맡았어.,예산 관리만 맡았어.,예산 관리랑 홍보를 둘 다 맡았어.,아래에 주어진 두 개의 문장들 중 석진이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 석진이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 석진이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 예산 관리랑 홍보 중에 뭘 맡았어? 석진: 예산 관리를 맡았어. 예산 관리 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 예산 관리랑 홍보 중에 뭘 맡았어? 석진: 예산 관리 맡았어. 예산 관리를 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 예산 관리랑 홍보 중에 뭘 맡았어? 석진: 예산 관리는 맡았어. 예산 관리 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 예산 관리랑 홍보 중에 뭘 맡았어? 석진: 예산 관리 맡았어. 예산 관리는 맡았어.,예산 관리를 맡았어.,lul,예산 관리를 맡았어.,lul,lul,예산 관리 맡았어.,zero,예산 관리 맡았어.,zero,zero
